Date,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
4/11/2014,2014,4,11,‡,13.3,,0.1,,6.7,,11.3,,0,,1.5,,0,T,1.5,,0,,36,,91,
4/12/2014,2014,4,12,‡,0.5,,-5.7,,-2.6,,20.6,,0,,0,,0,T,0,T,0,,1,,56,
4/13/2014,2014,4,13,‡,4.9,,-7.6,,-1.4,,19.4,,0,,0,,0,,0,,0,,1,,39,
4/14/2014,2014,4,14,‡,15.9,,-4.6,,5.7,,12.3,,0,,0,,0,,0,,,,27,,37,
4/15/2014,2014,4,15,‡,9.2,,-0.1,,4.6,,13.4,,0,,0.4,,1,,1.4,,1,,34,,69,
4/16/2014,2014,4,16,‡,0,,-3.9,,-2,,20,,0,,0,,3.5,,3.5,,1,,35,,48,
4/17/2014,2014,4,17,‡,5.3,,-2.5,,1.4,,16.6,,0,,0,,0,,0,,2,,13,,32,
4/18/2014,2014,4,18,‡,1.5,,-2.7,,-0.6,,18.6,,0,,0,,4.8,,4.8,,0,,35,,44,
4/19/2014,2014,4,19,‡,11.7,,-2.3,,4.7,,13.3,,0,,0,,0,,0,,2,,14,,35,
4/20/2014,2014,4,20,‡,15.4,,3.7,,9.6,,8.4,,0,,0,,0,,0,,0,,29,,46,
4/21/2014,2014,4,21,‡,17.4,,0.2,,8.8,,9.2,,0,,0,,0,,0,,,,22,,41,
4/22/2014,2014,4,22,‡,17.1,,0.6,,8.9,,9.1,,0,,5.6,,0,,5.6,,,,26,,61,
4/23/2014,2014,4,23,‡,13,,1.6,,7.3,,10.7,,0,,1.2,,0,,1.2,,,,26,,46,
4/24/2014,2014,4,24,‡,12.8,,-4,,4.4,,13.6,,0,,0,,0,,0,,,,10,,37,
4/25/2014,2014,4,25,‡,7,,0.4,,3.7,,14.3,,0,,0.4,,0,T,0.4,,,,9,,33,
4/26/2014,2014,4,26,‡,3.7,,-0.8,,1.5,,16.5,,0,,0,,3.5,,3.5,,0,,9,,32,
4/27/2014,2014,4,27,‡,12.3,,-1.4,,5.5,,12.5,,0,,0,,0,T,0,T,0,,26,,37,
4/28/2014,2014,4,28,‡,12.5,,1.4,,7,,11,,0,,0,T,0,,0,T,,,32,,65,
4/29/2014,2014,4,29,‡,16.4,,-0.2,,8.1,,9.9,,0,,0,,0,,0,,,,17,,35,
4/30/2014,2014,4,30,‡,20.5,,1.3,,10.9,,7.1,,0,,0,,0,,0,,,,,,<31,
5/1/2014,2014,5,1,‡,21.6,,7.9,,14.8,,3.2,,0,,0,,0,,0,,,,3,,39,
5/2/2014,2014,5,2,‡,10.7,,0.1,,5.4,,12.6,,0,,18.5,,1,,19.5,,0,,35,,46,
5/3/2014,2014,5,3,‡,0.3,,-2.6,,-1.2,,19.2,,0,,0,,11.2,,10.8,,3,,34,,41,
5/4/2014,2014,5,4,‡,2.6,,-1.1,,0.8,,17.2,,0,,2.6,,3.4,,6,,2,,36,,43,
5/5/2014,2014,5,5,‡,3.8,,-0.9,,1.5,,16.5,,0,,0.2,,0,T,0.2,,0,,34,,33,
5/6/2014,2014,5,6,‡,2.7,,-2.4,,0.2,,17.8,,0,,0,,0,T,0,T,0,,36,,54,
5/7/2014,2014,5,7,‡,9.8,,-6,,1.9,,16.1,,0,,0,T,0,,0,T,0,,25,,39,
5/8/2014,2014,5,8,‡,16.8,,-1.9,,7.5,,10.5,,0,,0,,0,,0,,,,25,,48,
5/9/2014,2014,5,9,‡,9.5,,1.3,,5.4,,12.6,,0,,4,,0,,4,,,,34,,44,
5/10/2014,2014,5,10,‡,10.5,,-1,,4.8,,13.2,,0,,0.8,,0,T,0.8,,0,,35,,63,
5/11/2014,2014,5,11,‡,12.1,,-3.5,,4.3,,13.7,,0,,0,,0,,0,,,,34,,37,
5/12/2014,2014,5,12,‡,16.8,,-1.8,,7.5,,10.5,,0,,0,,0,,0,,,,35,,43,
5/13/2014,2014,5,13,‡,18.6,,2.4,,10.5,,7.5,,0,,0,,0,,0,,,,4,,41,
5/14/2014,2014,5,14,‡,20.7,,1.9,,11.3,,6.7,,0,,0,,0,,0,,,,26,,37,
5/15/2014,2014,5,15,‡,16.7,,3.7,,10.2,,7.8,,0,,1,,0,,1,,,,34,,57,
5/16/2014,2014,5,16,‡,14.2,,2.8,,8.5,,9.5,,0,,0,,0,,0,,,,35,,35,
5/17/2014,2014,5,17,‡,17.3,,3.2,,10.3,,7.7,,0,,0.8,,0,,0.8,,,,16,,44,
5/18/2014,2014,5,18,‡,14.1,,7.1,,10.6,,7.4,,0,,,M,,M,,M,,,,,<31,
5/19/2014,2014,5,19,‡,17.3,,6.8,,12.1,,5.9,,0,,0.2,,0,,0.2,,,,35,,48,
5/20/2014,2014,5,20,‡,20.2,,5.1,,12.7,,5.3,,0,,0.2,,0,,0.2,,,,18,,44,
5/21/2014,2014,5,21,‡,24.2,,5.9,,15.1,,2.9,,0,,0,,0,,0,,,,28,,43,
5/22/2014,2014,5,22,‡,25.6,,6.9,,16.3,,1.7,,0,,0,,0,,0,,,,27,,44,
5/23/2014,2014,5,23,‡,25.9,,12.2,,19.1,,0,,1.1,,0,,0,,0,,,,26,,56,
5/24/2014,2014,5,24,‡,20.1,,8.1,,14.1,,3.9,,0,,0.8,,0,,0.8,,,,5,,43,
5/25/2014,2014,5,25,‡,19,,6.1,,12.6,,5.4,,0,,0.6,,0,,0.6,,,,18,,46,
5/26/2014,2014,5,26,‡,20.5,,6.3,,13.4,,4.6,,0,,0.8,,0,,0.8,,,,29,,74,
5/27/2014,2014,5,27,‡,19.2,,3.6,,11.4,,6.6,,0,,0,,0,,0,,,,6,,48,
5/28/2014,2014,5,28,‡,10.7,,6.3,,8.5,,9.5,,0,,4.4,,0,,4.4,,,,35,,43,
5/29/2014,2014,5,29,‡,17.5,,4.4,,11,,7,,0,,10.4,,0,,10.4,,,,36,,63,
5/30/2014,2014,5,30,‡,20.5,,6,,13.3,,4.7,,0,,0,,0,,0,,,,27,,41,
5/31/2014,2014,5,31,‡,20.6,,6.8,,13.7,,4.3,,0,,1.8,,0,,1.8,,,,34,,44,
6/1/2014,2014,6,1,‡,19.7,,4.5,,12.1,,5.9,,0,,3.6,,0,,3.6,,,,9,,46,
6/2/2014,2014,6,2,‡,19.1,,6,,12.6,,5.4,,0,,3.2,,0,,3.2,,,,26,,43,
6/3/2014,2014,6,3,‡,22,,5.6,,13.8,,4.2,,0,,0.2,,0,,0.2,,,,36,,59,
6/4/2014,2014,6,4,‡,21.9,,6.1,,14,,4,,0,,0.4,,0,,0.4,,,,35,,76,
6/5/2014,2014,6,5,‡,13.5,,2.7,,8.1,,9.9,,0,,0,T,0,,0,T,,,33,,65,
6/6/2014,2014,6,6,‡,15.9,,3.5,,9.7,,8.3,,0,,0,,0,,0,,,,16,,32,
6/7/2014,2014,6,7,‡,18.8,,4.2,,11.5,,6.5,,0,,0,,0,,0,,,,7,,43,
6/8/2014,2014,6,8,‡,21.7,,3.6,,12.7,,5.3,,0,,0,,0,,0,,,,21,,41,
6/9/2014,2014,6,9,‡,16.7,,8.3,,12.5,,5.5,,0,,0.8,,0,,0.8,,,,35,,69,
6/10/2014,2014,6,10,‡,18.6,,2.6,,10.6,,7.4,,0,,1.8,,0,,1.8,,,,34,,56,
6/11/2014,2014,6,11,‡,17.3,,6,,11.7,,6.3,,0,,0,,0,,0,,,,26,,39,
6/12/2014,2014,6,12,‡,20.5,,6.1,,13.3,,4.7,,0,,0.4,,0,,0.4,,,,13,,44,
6/13/2014,2014,6,13,‡,12.5,,8.8,,10.7,,7.3,,0,,7.8,,0,,7.8,,,,35,,43,
6/14/2014,2014,6,14,‡,17.3,,6.9,,12.1,,5.9,,0,,0,T,0,,0,T,,,14,,35,
6/15/2014,2014,6,15,‡,14.9,,7.6,,11.3,,6.7,,0,,0.2,,0,,0.2,,,,20,,37,
6/16/2014,2014,6,16,‡,14.8,,7.9,,11.4,,6.6,,0,,,M,0,,,M,,,35,,39,
6/17/2014,2014,6,17,‡,14.2,,8.2,,11.2,,6.8,,0,,4,,0,,4,,,,35,,43,
6/18/2014,2014,6,18,‡,12.9,,9.7,,11.3,,6.7,,0,,16.4,,0,,16.4,,,,35,,44,
6/19/2014,2014,6,19,‡,17.1,,10.4,,13.8,,4.2,,0,,29.2,,0,,29.2,,,,31,,48,
6/20/2014,2014,6,20,‡,23.4,,8.5,,16,,2,,0,,1.8,,0,,1.8,,,,27,,37,
6/21/2014,2014,6,21,‡,18.5,,9.9,,14.2,,3.8,,0,,3.4,,0,,3.4,,,,33,,61,
6/22/2014,2014,6,22,‡,21.4,,8.9,,15.2,,2.8,,0,,0,,0,,0,,,,36,,32,
6/23/2014,2014,6,23,‡,22.7,,7.4,,15.1,,2.9,,0,,0,,0,,0,,,,23,,44,
6/24/2014,2014,6,24,‡,24.1,,10.3,,17.2,,0.8,,0,,0.2,,0,,0.2,,,,21,,59,
6/25/2014,2014,6,25,‡,18.3,,11.2,,14.8,,3.2,,0,,1.9,,0,,1.9,,,,34,,57,
6/26/2014,2014,6,26,‡,20.5,,8.8,,14.7,,3.3,,0,,0,,0,,0,,,,17,,44,
6/27/2014,2014,6,27,‡,23.1,,7.6,,15.4,,2.6,,0,,2.2,,0,,2.2,,,,27,,48,
6/28/2014,2014,6,28,‡,20.2,,12,,16.1,,1.9,,0,,0.4,,0,,0.4,,,,34,,61,
6/29/2014,2014,6,29,‡,15.9,,10.4,,13.2,,4.8,,0,,3.6,,0,,3.6,,,,34,,65,
6/30/2014,2014,6,30,‡,21.7,,10.5,,16.1,,1.9,,0,,1.4,,0,,1.4,,,,33,,70,
7/1/2014,2014,7,1,‡,23.9,,9.2,,16.6,,1.4,,0,,0,,0,,0,,,,14,,37,
7/2/2014,2014,7,2,‡,25.5,,11.4,,18.5,,0,,0.5,,0,,0,,0,,,,17,,52,
7/3/2014,2014,7,3,‡,29.1,,13.8,,21.5,,0,,3.5,,0,,0,,0,,,,18,,57,
7/4/2014,2014,7,4,‡,25.3,,14.3,,19.8,,0,,1.8,,0,,0,,0,,,,35,,43,
7/5/2014,2014,7,5,‡,23.7,,15.2,,19.5,,0,,1.5,,0,T,0,,0,T,,,32,,43,
7/6/2014,2014,7,6,‡,24.3,,13.4,,18.9,,0,,0.9,,6.6,,0,,6.6,,,,35,,46,
7/7/2014,2014,7,7,‡,23.1,,12.1,,17.6,,0.4,,0,,2.4,,0,,2.4,,,,34,,41,
7/8/2014,2014,7,8,‡,25.6,,12.9,,19.3,,0,,1.3,,0,,0,,0,,,,14,,41,
7/9/2014,2014,7,9,‡,30.5,,12.7,,21.6,,0,,3.6,,0,,0,,0,,,,34,,67,
7/10/2014,2014,7,10,‡,22.5,,10.9,,16.7,,1.3,,0,,0,,0,,0,,,,1,,43,
7/11/2014,2014,7,11,‡,22,,9.3,,15.7,,2.3,,0,,0,,0,,0,,,,15,,35,
7/12/2014,2014,7,12,‡,27.8,,11.1,,19.5,,0,,1.5,,0,,0,,0,,,,,,<31,
7/13/2014,2014,7,13,‡,28.7,,12.1,,20.4,,0,,2.4,,0,,0,,0,,,,19,,33,
7/14/2014,2014,7,14,‡,26.1,,12.9,,19.5,,0,,1.5,,0,,0,,0,,,,16,,44,
7/15/2014,2014,7,15,‡,27.6,,12.1,,19.9,,0,,1.9,,0,,0,,0,,,,17,,35,
7/16/2014,2014,7,16,‡,31.8,,13.6,,22.7,,0,,4.7,,0,,0,,0,,,,3,,33,
7/17/2014,2014,7,17,‡,26.2,,12.2,,19.2,,0,,1.2,,1.5,,0,,1.5,,,,34,,70,
7/18/2014,2014,7,18,‡,21.9,,9.3,,15.6,,2.4,,0,,0,,0,,0,,,,17,,41,
7/19/2014,2014,7,19,‡,26.4,,11.5,,19,,0,,1,,,M,,M,,M,,,,,<31,
7/20/2014,2014,7,20,‡,20,,11.5,,15.8,,2.2,,0,,8.8,,0,,8.8,,,,35,,56,
7/21/2014,2014,7,21,‡,19.9,,11.7,,15.8,,2.2,,0,,2,,0,,2,,,,,,<31,
7/22/2014,2014,7,22,‡,22.9,,10.9,,16.9,,1.1,,0,,0,,0,,0,,,,17,,52,
7/23/2014,2014,7,23,‡,25.8,,11.3,,18.6,,0,,0.6,,3.4,,0,,3.4,,,,20,,72,
7/24/2014,2014,7,24,‡,21.2,,11.9,,16.6,,1.4,,0,,0.4,,0,,0.4,,,,26,,72,
7/25/2014,2014,7,25,‡,18.2,,12.8,,15.5,,2.5,,0,,0,T,0,,0,T,,,28,,61,
7/26/2014,2014,7,26,‡,22.6,,10.6,,16.6,,1.4,,0,,0,T,0,,0,T,,,33,,41,
7/27/2014,2014,7,27,‡,26.5,,9.4,,18,,0,,0,,0,,0,,0,,,,14,,35,
7/28/2014,2014,7,28,‡,28.1,,9.4,,18.8,,0,,0.8,,0,,0,,0,,,,18,,32,
7/29/2014,2014,7,29,‡,31.7,,12.1,,21.9,,0,,3.9,,0,,0,,0,,,,24,,85,
7/30/2014,2014,7,30,‡,32.2,,13.6,,22.9,,0,,4.9,,0.4,,0,,0.4,,,,24,,85,
7/31/2014,2014,7,31,‡,27.4,,11.9,,19.7,,0,,1.7,,0,T,0,,0,T,,,11,,50,
8/1/2014,2014,8,1,‡,27.1,,12.4,,19.8,,0,,1.8,,0,T,0,,0,T,,,1,,43,
8/2/2014,2014,8,2,‡,27.5,,14.2,,20.9,,0,,2.9,,0,,0,,0,,,,14,,43,
8/3/2014,2014,8,3,‡,26.7,,11.5,,19.1,,0,,1.1,,7.8,,0,,7.8,,,,33,,61,
8/4/2014,2014,8,4,‡,23,,9.8,,16.4,,1.6,,0,,,M,0,,,M,,,26,,56,
8/5/2014,2014,8,5,‡,24.2,,11.1,,17.7,,0.3,,0,,0,,0,,0,,,,12,,32,
8/6/2014,2014,8,6,‡,27.6,,11.7,,19.7,,0,,1.7,,0,,0,,0,,,,36,,52,
8/7/2014,2014,8,7,‡,26.7,,13.3,,20,,0,,2,,6.2,,0,,6.2,,,,5,,59,
8/8/2014,2014,8,8,‡,20.9,,10.4,,15.7,,2.3,,0,,11.6,,0,,11.6,,,,35,,63,
8/9/2014,2014,8,9,‡,20.9,,8.1,,14.5,,3.5,,0,,0,,0,,0,,,,,,<31,
8/10/2014,2014,8,10,‡,25.1,,10.3,,17.7,,0.3,,0,,0,,0,,0,,,,,,<31,
8/11/2014,2014,8,11,‡,28.5,,11.3,,19.9,,0,,1.9,,0,,0,,0,,,,13,,32,
8/12/2014,2014,8,12,‡,30,,11.2,,20.6,,0,,2.6,,0,,0,,0,,,,19,,48,
8/13/2014,2014,8,13,‡,29.5,,15.4,,22.5,,0,,4.5,,0.2,,0,,0.2,,,,1,,35,
8/14/2014,2014,8,14,‡,23.5,,15.5,,19.5,,0,,1.5,,1.6,,0,,1.6,,,,1,,43,
8/15/2014,2014,8,15,‡,24.7,,13.1,,18.9,,0,,0.9,,0,,0,,0,,,,9,,39,
8/16/2014,2014,8,16,‡,21.6,,13.5,,17.6,,0.4,,0,,0,T,0,,0,T,,,33,,39,
8/17/2014,2014,8,17,‡,23.5,,15.9,,19.7,,0,,1.7,,0,,0,,0,,,,32,,48,
8/18/2014,2014,8,18,‡,28,,12.3,,20.2,,0,,2.2,,0,,0,,0,,,,,,<31,
8/19/2014,2014,8,19,‡,21.9,,12.7,,17.3,,0.7,,0,,0,T,0,,0,T,,,1,,44,
8/20/2014,2014,8,20,‡,14.5,,10.3,,12.4,,5.6,,0,,13.1,,0,,13.1,,,,36,,39,
8/21/2014,2014,8,21,‡,12.9,,8.7,,10.8,,7.2,,0,,0.2,,0,,0.2,,,,,,<31,
8/22/2014,2014,8,22,‡,12.2,,8.7,,10.5,,7.5,,0,,2.3,,0,,2.3,,,,,,<31,
8/23/2014,2014,8,23,‡,14.1,,7,,10.6,,7.4,,0,,0,,0,,0,,,,,,<31,
8/24/2014,2014,8,24,‡,16.8,,7.1,,12,,6,,0,,0,,0,,0,,,,,,<31,
8/25/2014,2014,8,25,‡,22.5,,5.2,,13.9,,4.1,,0,,0,,0,,0,,,,,,<31,
8/26/2014,2014,8,26,‡,25.6,,8.7,,17.2,,0.8,,0,,0,,0,,0,,,,,,<31,
8/27/2014,2014,8,27,‡,28,,11.8,,19.9,,0,,1.9,,0,,0,,0,,,,25,,48,
8/28/2014,2014,8,28,‡,14.4,,8.9,,11.7,,6.3,,0,,6.8,,0,,6.8,,,,34,,44,
8/29/2014,2014,8,29,‡,21.7,,4.8,,13.3,,4.7,,0,,0,,0,,0,,,,31,,44,
8/30/2014,2014,8,30,‡,19.9,,8.3,,14.1,,3.9,,0,,0.8,,0,,0.8,,,,34,,46,
8/31/2014,2014,8,31,‡,19.4,,7,,13.2,,4.8,,0,,0,,0,,0,,,,4,,46,
9/1/2014,2014,9,1,‡,20.8,,5.4,,13.1,,4.9,,0,,0,,0,,0,,,,28,,52,
9/2/2014,2014,9,2,‡,14.5,,8.9,,11.7,,6.3,,0,,0,T,0,,0,T,,,34,,39,
9/3/2014,2014,9,3,‡,12,,6.6,,9.3,,8.7,,0,,2.2,,0,,2.2,,,,36,,54,
9/4/2014,2014,9,4,‡,18.2,,3.2,,10.7,,7.3,,0,,0,,0,,0,,,,3,,35,
9/5/2014,2014,9,5,‡,23.3,,4.7,,14,,4,,0,,0,,0,,0,,,,16,,39,
9/6/2014,2014,9,6,‡,23.8,,8,,15.9,,2.1,,0,,0,,0,,0,,,,17,,35,
9/7/2014,2014,9,7,‡,25.8,,10.1,,18,,0,,0,,0,,0,,0,,,,36,,65,
9/8/2014,2014,9,8,‡,10.6,,-0.7,,5,,13,,0,,15.3,,11.8,,26.5,,8,,36,,52,
9/9/2014,2014,9,9,‡,2.2,,-0.6,,0.8,,17.2,,0,,1.2,,1.3,,2.5,,10,,,,<31,
9/10/2014,2014,9,10,‡,2.3,,-0.6,,0.9,,17.1,,0,,0,,15.1,,14.5,,7,,6,,41,
9/11/2014,2014,9,11,‡,7.4,,-1.8,,2.8,,15.2,,0,,0,,0,,0,,2,,,,<31,
9/12/2014,2014,9,12,‡,9.4,,0.2,,4.8,,13.2,,0,,2.2,,0,,2.2,,0,,34,,48,
9/13/2014,2014,9,13,‡,12.5,,2.3,,7.4,,10.6,,0,,0,,0,,0,,,,,,<31,
9/14/2014,2014,9,14,‡,17.6,,5.5,,11.6,,6.4,,0,,0,,0,,0,,,,,,<31,
9/15/2014,2014,9,15,‡,22.6,,4,,13.3,,4.7,,0,,0,,0,,0,,,,,,<31,
9/16/2014,2014,9,16,‡,24.9,,6.4,,15.7,,2.3,,0,,0,,0,,0,,,,,,<31,
9/17/2014,2014,9,17,‡,25.6,,6.6,,16.1,,1.9,,0,,0,,0,,0,,,,,,<31,
9/18/2014,2014,9,18,‡,21.3,,11.6,,16.5,,1.5,,0,,0,T,0,,0,T,,,,,<31,
9/19/2014,2014,9,19,‡,22.6,,8.9,,15.8,,2.2,,0,,0,,0,,0,,,,28,,54,
9/20/2014,2014,9,20,‡,20.7,,5.7,,13.2,,4.8,,0,,0,,0,,0,,,,,,<31,
9/21/2014,2014,9,21,‡,25.6,,5.3,,15.5,,2.5,,0,,0,,0,,0,,,,16,,41,
9/22/2014,2014,9,22,‡,28,,9.7,,18.9,,0,,0.9,,0,,0,,0,,,,29,,41,
9/23/2014,2014,9,23,‡,20.3,,12.8,,16.6,,1.4,,0,,1,,0,,1,,,,,,<31,
9/24/2014,2014,9,24,‡,27.2,,12.5,,19.9,,0,,1.9,,0,,0,,0,,,,27,,52,
9/25/2014,2014,9,25,‡,25.6,,10.2,,17.9,,0.1,,0,,0,,0,,0,,,,11,,37,
9/26/2014,2014,9,26,‡,15.1,,6.3,,10.7,,7.3,,0,,3.8,,0,,3.8,,,,33,,48,
9/27/2014,2014,9,27,‡,9.2,,6,,7.6,,10.4,,0,,0,T,0,,0,T,,,,,<31,
9/28/2014,2014,9,28,‡,14,,4.4,,9.2,,8.8,,0,,0,,0,,0,,,,17,,65,
9/29/2014,2014,9,29,‡,18.6,,6.7,,12.7,,5.3,,0,,0,T,0,,0,T,,,18,,43,
9/30/2014,2014,9,30,‡,12.1,,3.7,,7.9,,10.1,,0,,1.9,,0,,1.9,,,,33,,54,
10/1/2014,2014,10,1,‡,16,,0.6,,8.3,,9.7,,0,,2.4,,1.2,,3.6,,,,35,,56,
10/2/2014,2014,10,2,‡,7.6,,-2.3,,2.7,,15.3,,0,,0,,0,,0,,,,36,,57,
10/3/2014,2014,10,3,‡,16.3,,-3.4,,6.5,,11.5,,0,,0,,0,,0,,,,28,,46,
10/4/2014,2014,10,4,‡,20.2,,8.9,,14.6,,3.4,,0,,,M,0,,,M,,,30,,43,
10/5/2014,2014,10,5,‡,18.6,,3.8,,11.2,,6.8,,0,,0,,0,,0,,,,,,<31,
10/6/2014,2014,10,6,‡,20.7,,4.2,,12.5,,5.5,,0,,0,,0,,0,,,,36,,63,
10/7/2014,2014,10,7,‡,15.1,,2.9,,9,,9,,0,,0,,0,,0,,,,,,<31,
10/8/2014,2014,10,8,‡,15.1,,3.6,,9.4,,8.6,,0,,,M,0,,,M,,,,,<31,
10/9/2014,2014,10,9,‡,16.9,,0.5,,8.7,,9.3,,0,,0,,0,,0,,,,16,,33,
10/10/2014,2014,10,10,‡,21.5,,2.3,,11.9,,6.1,,0,,0,,0,,0,,,,,,<31,
10/11/2014,2014,10,11,‡,17.4,,6.5,,12,,6,,0,,0,,0,,0,,,,29,,48,
10/12/2014,2014,10,12,‡,16,,4.4,,10.2,,7.8,,0,,0,,0,,0,,,,27,,43,
10/13/2014,2014,10,13,‡,17.2,,2.8,,10,,8,,0,,0,,0,,0,,,,25,,32,
10/14/2014,2014,10,14,‡,17.5,,1.4,,9.5,,8.5,,0,,0,,0,,0,,,,29,,61,
10/15/2014,2014,10,15,‡,9.4,,3.9,,6.7,,11.3,,0,,2.7,,0,,2.7,,,,34,,32,
10/16/2014,2014,10,16,‡,11.2,,3.4,,7.3,,10.7,,0,,0,,0,,0,,,,,,<31,
10/17/2014,2014,10,17,‡,16.8,,-1.2,,7.8,,10.2,,0,,0,,0,,0,,,,19,,33,
10/18/2014,2014,10,18,‡,19.5,,7.7,,13.6,,4.4,,0,,0,,0,,0,,,,26,,50,
10/19/2014,2014,10,19,‡,16.3,,4.6,,10.5,,7.5,,0,,0,,0,,0,,,,,,<31,
10/20/2014,2014,10,20,‡,23.6,,2.4,,13,,5,,0,,0,,0,,0,,,,20,,37,
10/21/2014,2014,10,21,‡,16.4,,5.6,,11,,7,,0,,0,,0,,0,,,,29,,39,
10/22/2014,2014,10,22,‡,15.4,,0.7,,8.1,,9.9,,0,,0,,0,,0,,,,27,,37,
10/23/2014,2014,10,23,‡,16.6,,2.4,,9.5,,8.5,,0,,0,,0,,0,,,,28,,44,
10/24/2014,2014,10,24,‡,11.5,,0,,5.8,,12.2,,0,,0,,0,,0,,,,29,,54,
10/25/2014,2014,10,25,‡,10.2,,-0.9,,4.7,,13.3,,0,,0,,0,,0,,,,16,,48,
10/26/2014,2014,10,26,‡,6.5,,1.1,,3.8,,14.2,,0,,0,,0,T,0,T,,,35,,57,
10/27/2014,2014,10,27,‡,4.9,,-2.2,,1.4,,16.6,,0,,0,,0,,0,,,,34,,48,
10/28/2014,2014,10,28,‡,8.1,,-6.3,,0.9,,17.1,,0,,0,,0,,0,,,,,,<31,
10/29/2014,2014,10,29,‡,14.9,,-1.1,,6.9,,11.1,,0,,0,,0,,0,,,,28,,43,
10/30/2014,2014,10,30,‡,5.2,,-4.1,,0.6,,17.4,,0,,0,,0,,0,,,,17,,39,
10/31/2014,2014,10,31,‡,17.4,,1.4,,9.4,,8.6,,0,,0,,0,,0,,,,36,,50,
11/1/2014,2014,11,1,‡,2.6,,-1.3,,0.7,,17.3,,0,,2.4,,9.4,,11.8,,2,,35,,37,
11/2/2014,2014,11,2,‡,1.7,,-2.6,,-0.5,,18.5,,0,,0,,7.4,,7.4,,10,,34,,32,
11/3/2014,2014,11,3,‡,5.5,,-2.9,,1.3,,16.7,,0,,0,,0,,0,,3,,28,,48,
11/4/2014,2014,11,4,‡,13,,-0.9,,6.1,,11.9,,0,,0,,0,,0,,2,,35,,67,
11/5/2014,2014,11,5,‡,7.2,,-0.8,,3.2,,14.8,,0,,0,,0,,0,,,,,,<31,
11/6/2014,2014,11,6,‡,16.3,,1.3,,8.8,,9.2,,0,,0,,0,,0,,0,,29,,63,
11/7/2014,2014,11,7,‡,6.8,,-0.1,,3.4,,14.6,,0,,0,T,0,,0,T,,,36,,46,
11/8/2014,2014,11,8,‡,14.4,,-4,,5.2,,12.8,,0,,0,,0,T,0,T,0,,29,,44,
11/9/2014,2014,11,9,‡,-2.1,,-10.9,,-6.5,,24.5,,0,,0,,11.4,,11.4,,3,,,,<31,
11/10/2014,2014,11,10,‡,-7.2,,-18.2,,-12.7,,30.7,,0,,0,,0.4,,0.4,,11,,2,,43,
11/11/2014,2014,11,11,‡,-12.1,,-17.1,,-14.6,,32.6,,0,,0,,0.2,,0.2,,11,,34,,46,
11/12/2014,2014,11,12,‡,-13.1,,-20.9,,-17,,35,,0,,0,,0,T,0,T,11,,,,<31,
11/13/2014,2014,11,13,‡,-9.9,,-21.5,,-15.7,,33.7,,0,,0,,0,T,0,T,10,,,,<31,
11/14/2014,2014,11,14,‡,-11,,-19.9,,-15.5,,33.5,,0,,0,,0,T,0,T,9,,34,,39,
11/15/2014,2014,11,15,‡,2.1,,-18.2,,-8.1,,26.1,,0,,0,,0,T,0,T,9,,34,,44,
11/16/2014,2014,11,16,‡,-0.5,,-14.2,,-7.4,,25.4,,0,,0,,0,T,0,T,8,,,,<31,
11/17/2014,2014,11,17,‡,4.5,,-14.2,,-4.9,,22.9,,0,,0,,0,,0,,7,,,,<31,
11/18/2014,2014,11,18,‡,3.6,,-10.8,,-3.6,,21.6,,0,,0,,0,,0,,5,,32,,44,
11/19/2014,2014,11,19,‡,-5.8,,-12.9,,-9.4,,27.4,,0,,0,,0,T,0,T,3,,,,<31,
11/20/2014,2014,11,20,‡,9.4,,-10,,-0.3,,18.3,,0,,0,,0,,0,,3,,26,,67,
11/21/2014,2014,11,21,‡,9.6,,1.6,,5.6,,12.4,,0,,0,,0,,0,,1,,27,,59,
11/22/2014,2014,11,22,‡,5.8,,-2.3,,1.8,,16.2,,0,,0,,0,T,0,T,0,,34,,43,
11/23/2014,2014,11,23,‡,4.2,,-7.1,,-1.5,,19.5,,0,,0,,0,,0,,0,,28,,46,
11/24/2014,2014,11,24,‡,3.6,,-5.1,,-0.8,,18.8,,0,,0,,0,,0,,0,,29,,35,
11/25/2014,2014,11,25,‡,4.2,,-4.7,,-0.3,,18.3,,0,,0,,0,T,0,T,0,,28,,59,
11/26/2014,2014,11,26,‡,-1.6,,-5.6,,-3.6,,21.6,,0,,0,,2.8,,1.8,,0,,,,<31,
11/27/2014,2014,11,27,‡,-2.9,,-14.2,,-8.6,,26.6,,0,,0,,5,,3.4,,6,,34,,41,
11/28/2014,2014,11,28,‡,-14.2,,-23.1,,-18.7,,36.7,,0,,0.2,,5.2,,5.4,,5,,34,,59,
11/29/2014,2014,11,29,‡,-18.2,,-23.9,,-21.1,,39.1,,0,,0,,1.4,,1.4,,8,,34,,44,
11/30/2014,2014,11,30,‡,-15.9,,-25.3,,-20.6,,38.6,,0,,0,,0,,0,,7,,18,,32,
